Year,Month,Day,Hour,Tamb [deg C],Azimuth [degree],Cloudopacity [%],DewPoint [deg C],Pw [cm],Pressure [mbar],WindDir [degree],WindVel [m/s],Zenith [degree],RelativeHumidity,GHI [W/m2]
2018,1,1,7,24.6,-113,51.1,22.8,5.8,1009.9,65,2.1,90,89.7,8
2018,1,1,8,24.9,-115,47.8,23,5.81,1010.3,65,2.2,76,88.9,86
2018,1,1,9,25.2,-119,68.2,23,5.86,1010.9,66,2.6,63,87.7,128
2018,1,1,10,25.5,-126,72.8,23.1,5.91,1011.4,67,2.9,51,86.6,167
2018,1,1,11,25.6,-138,68.3,23.2,5.97,1011.4,69,3.1,39,86.5,243
2018,1,1,12,25.6,-157,59.4,23.4,6.05,1010.9,72,3,31,87.5,349
2018,1,1,13,25.6,176,48.8,23.6,6.13,1010.3,76,2.9,29,88.5,451
2018,1,1,14,25.5,150,73.6,23.6,6.18,1009.7,77,2.9,33,89.4,219
2018,1,1,15,25.2,134,73.8,23.4,6.2,1009.1,77,3,43,90.2,189
2018,1,1,16,24.9,124,90,23.3,6.22,1008.4,77,3,54,91,55
2018,1,1,17,24.9,118,88.1,23.3,6.24,1008.3,73,3,67,91,35
2018,1,1,18,25.3,115,83.9,23.6,6.28,1008.6,64,3,81,90.3,12
2018,1,2,8,25.1,-115,63,22.9,6.36,1009,61,2.5,76,87.3,68
2018,1,2,9,25.2,-119,59.6,23,6.35,1009.6,64,2.9,63,87.2,166
2018,1,2,10,25.4,-126,61.2,23.1,6.34,1010.2,66,3.4,51,87.1,236
2018,1,2,11,25.5,-138,64.2,23.1,6.34,1010.3,68,3.5,39,86.7,274
2018,1,2,12,25.7,-157,57.6,23.2,6.34,1009.9,70,3.3,31,86,367
2018,1,2,13,25.9,176,32.7,23.3,6.35,1009.5,72,3.1,29,85.3,596
2018,1,2,14,25.9,150,20,23.3,6.36,1008.9,75,3,33,85.3,668
2018,1,2,15,25.8,134,41.9,23.2,6.38,1008.3,77,2.8,42,85.8,420
2018,1,2,16,25.7,124,62,23.2,6.4,1007.7,80,2.6,54,86.3,207
2018,1,2,17,25.7,118,69.1,23.3,6.42,1007.6,77,2.4,67,86.6,96
2018,1,2,18,25.9,115,84.5,23.5,6.43,1008.1,67,2,80,86.6,13
2018,1,3,7,24.3,-113,67.5,23,6.29,1009.2,48,2.6,90,92.6,6
2018,1,3,8,24.7,-115,50.4,23.2,6.3,1009.5,49,2.8,77,91.5,90
2018,1,3,9,25.1,-119,47.7,23.2,6.31,1010.1,55,2.7,63,89.5,216
2018,1,3,10,25.5,-126,23.9,23.3,6.32,1010.7,60,2.7,51,87.6,464
2018,1,3,11,25.9,-138,20.7,23.4,6.33,1010.7,66,2.5,39,86.3,610
2018,1,3,12,26.2,-157,30.7,23.6,6.34,1010.3,72,2.4,31,85.6,593
2018,1,3,13,26.5,176,46.3,23.7,6.35,1009.8,80,2.2,29,85,474
2018,1,3,14,26.4,150,56.8,23.9,6.36,1009.2,87,2.1,33,86,361
2018,1,3,15,26.1,134,81,24.1,6.38,1008.6,93,2,42,88.8,140
2018,1,3,16,25.8,124,96.9,24.3,6.39,1007.9,99,1.9,54,91.6,16
2018,1,3,17,25.6,118,90.4,24.3,6.41,1007.9,94,1.8,67,92.7,28
2018,1,3,18,25.5,114,88.4,24.1,6.44,1008.5,77,1.7,80,92,9
2018,1,4,7,24.2,-113,57.3,23.1,6.27,1009.4,63,1.9,90,93.7,7
2018,1,4,8,24.7,-115,64.5,23.3,6.27,1009.9,63,2.1,77,92.3,57
2018,1,4,9,25.3,-119,40,23.3,6.23,1010.4,68,2.2,63,89.1,243
2018,1,4,10,25.8,-126,44,23.3,6.18,1010.9,72,2.4,51,86.1,328
2018,1,4,11,26.1,-137,24.9,23.4,6.16,1010.9,75,2.4,39,84.9,573
2018,1,4,12,26.2,-157,27.7,23.6,6.17,1010.5,78,2.2,31,85.6,619
2018,1,4,13,26.2,176,31.8,23.7,6.17,1010,82,1.9,29,86.3,605
2018,1,4,14,26.1,151,25.5,23.8,6.19,1009.4,87,1.8,33,87.4,626
2018,1,4,15,25.8,134,26.3,23.9,6.22,1008.8,91,1.7,42,88.9,534
2018,1,4,16,25.6,124,35.2,23.9,6.25,1008.1,95,1.6,54,90.4,359
2018,1,4,17,25.7,118,60.3,23.9,6.26,1007.9,94,1.4,67,90.2,146
2018,1,4,18,26.1,114,85.1,24,6.26,1008.1,83,0.9,80,88.2,18
2018,1,5,8,23.5,-115,88.3,22.5,6.43,1010.7,138,2.2,77,94.3,18
2018,1,5,9,23.6,-119,93.6,22.7,6.45,1011.5,139,2.3,63,94.9,23
2018,1,5,10,23.7,-126,94.1,22.9,6.47,1012.2,140,2.4,51,95.4,34
2018,1,5,11,24,-137,83.8,23.1,6.44,1012.3,143,2.4,39,94.3,118
2018,1,5,12,24.7,-156,78.4,23.2,6.38,1011.6,149,2.4,31,91.7,177
2018,1,5,13,25.3,176,66.4,23.4,6.32,1010.9,154,2.5,29,89.1,285
2018,1,5,14,25.6,151,61.8,23.4,6.27,1010.2,157,2.3,33,87.8,308
2018,1,5,15,25.6,134,67.1,23.4,6.24,1009.3,157,1.9,42,87.5,231
2018,1,5,16,25.6,124,77.9,23.3,6.21,1008.5,158,1.5,54,87.2,118
2018,1,5,17,25.9,118,73.5,23.4,6.16,1008.3,142,1.3,67,85.7,84
2018,1,5,18,26.6,114,73.3,23.5,6.11,1008.6,113,1.5,80,83.3,28
2018,1,6,7,23.8,-113,11.7,22.7,5.89,1009.4,76,1.6,90,93.7,9
2018,1,6,8,24.3,-115,8.8,23,5.86,1009.8,73,1.5,77,92.1,151
2018,1,6,9,25,-119,0,22.9,5.83,1010.2,78,1.4,63,88.1,377
2018,1,6,10,25.7,-125,0,22.9,5.8,1010.6,83,1.3,51,84.4,583
2018,1,6,11,26.1,-137,0,23,5.81,1010.7,83,1.1,39,82.9,736
2018,1,6,12,26.3,-156,4.1,23.3,5.85,1010.3,78,1,31,83.5,798
2018,1,6,13,26.5,177,11.1,23.6,5.88,1009.9,71,0.8,28,84.1,763
2018,1,6,14,26.5,151,16.4,23.8,5.92,1009.5,71,0.8,33,85.4,667
2018,1,6,15,26.1,134,20.2,23.9,5.95,1008.9,79,0.8,42,87.5,546
2018,1,6,16,25.8,124,57,24,5.98,1008.4,86,0.8,54,89.6,224
2018,1,6,17,25.9,118,54.3,24.1,6.04,1008.2,97,0.5,67,89.7,136
2018,1,6,18,26.5,114,63.8,24.4,6.13,1008.5,224,0.2,80,87.9,38
2018,1,7,7,24.5,-113,34.9,23.4,5.71,1010.7,45,2.2,90,93.7,8
2018,1,7,8,24.8,-115,33.2,23.5,5.66,1011.2,47,2.4,77,92.2,119
2018,1,7,9,25.2,-119,6.6,23.3,5.62,1011.6,62,1.9,63,89.4,368
2018,1,7,10,25.5,-125,0,23.1,5.59,1012.1,84,1.7,51,86.6,596
2018,1,7,11,25.9,-137,29.9,23.1,5.57,1012.1,95,1.5,39,84.6,522
2018,1,7,12,26.3,-156,27.9,23.2,5.57,1011.6,91,1.1,31,83.1,620
2018,1,7,13,26.6,177,55.5,23.3,5.57,1011,85,0.8,28,81.7,393
2018,1,7,14,26.8,151,23.3,23.3,5.57,1010.5,67,0.5,33,81.4,624
2018,1,7,15,26.6,133,75.6,23.3,5.55,1009.8,34,0.4,42,82.3,177
2018,1,7,16,26.5,123,57.7,23.4,5.54,1009.2,2,0.5,54,83.1,210
2018,1,7,17,26.5,118,28.3,23.5,5.58,1009,359,0.8,66,83.5,219
2018,1,7,18,26.6,114,31.1,23.6,5.68,1009.3,7,1.3,80,83.5,66
2018,1,8,7,23.6,-113,2.2,22.8,5.72,1011.3,107,1.7,90,95.3,11
2018,1,8,8,24.2,-115,14.8,23.1,5.74,1011.8,118,1.6,77,93.4,131
2018,1,8,9,25,-119,29.2,23.2,5.74,1012.1,133,1.5,64,89.7,269
2018,1,8,10,25.8,-125,18.3,23.3,5.74,1012.5,149,1.5,51,86.2,481
2018,1,8,11,26.3,-136,15.8,23.5,5.76,1012.5,162,1.4,39,84.7,609
2018,1,8,12,26.4,-156,62.5,23.7,5.81,1012,175,1.2,31,85,314
2018,1,8,13,26.5,177,7.2,23.8,5.85,1011.5,192,1.1,28,85.3,795
2018,1,8,14,26.3,151,4.2,23.9,5.89,1011.1,206,1,32,86.8,771
2018,1,8,15,25.8,133,3.4,23.9,5.92,1010.7,216,0.8,42,89.4,666
2018,1,8,16,25.3,123,4.2,23.9,5.96,1010.2,229,0.7,53,92,492
2018,1,8,17,25.4,117,15.8,24,5.94,1010.3,255,0.4,66,91.9,258
2018,1,8,18,26,114,53.5,24.1,5.88,1010.7,7,0.5,80,89.1,56
2018,1,9,7,23.7,-112,15.5,22.7,5.87,1012.6,69,2.1,91,93.7,9
2018,1,9,8,24.2,-115,43.5,23,5.87,1013.1,67,2.2,77,93.3,92
2018,1,9,9,24.4,-118,16.4,23.1,5.81,1013.7,70,1.9,64,92,323
2018,1,9,10,24.7,-125,8.3,23.1,5.75,1014.3,74,1.6,51,90.7,547
2018,1,9,11,25,-136,17.3,23.1,5.68,1014.3,71,1.5,39,89.4,623
2018,1,9,12,25.2,-155,62.7,23.1,5.59,1013.7,63,1.6,31,88.2,316
2018,1,9,13,25.4,177,86,23.1,5.49,1013.1,56,1.8,28,87.1,124
2018,1,9,14,25.4,151,74.7,23,5.4,1012.5,54,1.9,32,86.7,212
2018,1,9,15,25.2,133,35.8,22.9,5.31,1011.8,55,1.8,42,87,468
2018,1,9,16,25.1,123,82.6,22.8,5.22,1011.2,57,1.8,53,87.4,106
2018,1,9,17,25.3,117,83.9,22.9,5.24,1011.2,58,1.6,66,86.9,45
2018,1,9,18,25.8,114,44,23.2,5.36,1011.7,56,1.4,80,85.6,66
2018,1,10,7,22.9,-112,0.1,22.5,5.45,1013.7,64,1.6,91,97.5,13
2018,1,10,8,23.6,-114,10,22.8,5.49,1014.3,57,1.9,77,95.1,150
2018,1,10,9,24.6,-118,4.9,23,5.44,1014.7,49,2.1,64,90.8,379
2018,1,10,10,25.6,-125,5.5,23.2,5.4,1015.1,44,2.4,51,86.6,571
2018,1,10,11,26.3,-136,0.8,23.4,5.41,1014.9,39,2.5,39,84,759
2018,1,10,12,26.6,-155,0.5,23.5,5.47,1014.3,34,2.3,31,82.7,861
2018,1,10,13,27,177,0,23.6,5.54,1013.6,28,2.2,28,81.4,894
2018,1,10,14,27.1,151,0.1,23.6,5.6,1012.9,25,2.1,32,81.6,852
2018,1,10,15,26.8,133,9.4,23.7,5.64,1012.3,26,2,41,83.2,675
2018,1,10,16,26.5,123,24.3,23.7,5.69,1011.8,27,2,53,84.9,417
2018,1,10,17,26.3,117,48.6,23.7,5.77,1011.8,27,1.9,66,85.6,190
2018,1,10,18,26.2,114,75.4,23.6,5.89,1012.4,28,1.8,80,85.4,22
2018,1,11,7,23.7,-112,34.2,22.7,5.14,1013.3,71,1.6,91,94.1,8
2018,1,11,8,24.2,-114,17.8,22.9,5.15,1013.7,72,1.7,77,92.6,146
2018,1,11,9,24.6,-118,10.3,22.9,5.19,1014.1,69,1.9,64,90,363
2018,1,11,10,25.1,-124,13.9,22.8,5.22,1014.6,67,2.1,51,87.4,518
2018,1,11,11,25.4,-136,36.9,22.9,5.26,1014.5,63,2.2,39,86,488
2018,1,11,12,25.7,-155,35.7,23.1,5.29,1014,58,2.4,31,85.5,561
2018,1,11,13,25.9,177,68.9,23.2,5.32,1013.5,53,2.5,28,85.1,281
2018,1,11,14,26,151,69.3,23.3,5.32,1012.9,52,2.5,32,85.3,266
2018,1,11,15,25.8,133,89.8,23.3,5.3,1012.2,53,2.4,41,86,78
2018,1,11,16,25.7,123,95.5,23.3,5.27,1011.5,54,2.4,53,86.8,25
2018,1,11,17,25.4,117,95.7,23.2,5.33,1011.6,60,2,66,87.8,16
2018,1,11,18,25.1,114,93.9,23.1,5.49,1012.6,77,1.4,79,88.9,6
2018,1,12,7,22.5,-112,51.1,21.9,5.1,1013.5,97,1.3,91,96.4,6
2018,1,12,8,22.9,-114,58,22.1,5.2,1014,98,1.3,77,95.1,76
2018,1,12,9,23.5,-118,45,22,5.27,1014.4,95,1.4,64,91.7,216
2018,1,12,10,24,-124,49.9,22,5.33,1014.9,93,1.5,51,88.5,300
2018,1,12,11,24.5,-135,54.3,22.1,5.41,1014.9,90,1.5,39,86.5,353
2018,1,12,12,24.7,-155,52.2,22.2,5.5,1014.4,87,1.6,31,85.9,415
2018,1,12,13,25,178,65.7,22.3,5.58,1013.9,85,1.7,28,85.2,308
2018,1,12,14,24.9,151,65.3,22.4,5.65,1013.4,84,1.8,32,86.1,297
2018,1,12,15,24.4,133,69.5,22.4,5.71,1013,86,1.8,41,88.5,227
2018,1,12,16,24,123,88.2,22.4,5.76,1012.5,88,1.9,53,91.1,69
2018,1,12,17,23.8,117,79.7,22.5,5.77,1012.6,90,1.8,66,92.6,68
2018,1,12,18,23.8,114,73.2,22.6,5.72,1013.1,95,1.6,79,93,38
2018,1,13,8,23.3,-114,61.2,21.9,5.3,1013.7,60,1.9,77,92.3,65
2018,1,13,9,23.8,-118,52.1,21.9,5.26,1014.1,59,2.2,64,89.2,191
2018,1,13,10,24.4,-124,32.9,21.9,5.21,1014.6,58,2.5,51,86.2,409
2018,1,13,11,24.9,-135,42.9,21.7,5.2,1014.5,57,2.6,39,82.5,436
2018,1,13,12,25.4,-154,48.5,21.2,5.22,1013.9,57,2.5,31,78,446
2018,1,13,13,25.9,178,61.2,20.8,5.23,1013.3,56,2.5,27,73.7,349
2018,1,13,14,26.1,151,70.8,20.5,5.26,1012.6,56,2.4,32,71.4,251
2018,1,13,15,26.1,133,70,20.3,5.31,1011.9,55,2.4,41,70.8,224
2018,1,13,16,26.1,123,85.3,20.2,5.36,1011.2,55,2.3,53,70.1,86
2018,1,13,17,25.9,117,86.7,20.5,5.41,1011.2,54,2.2,66,72.1,46
2018,1,13,18,25.6,113,91.5,21.2,5.45,1011.8,52,2,79,76.8,12
2018,1,14,8,23.6,-114,60.5,21.3,5.13,1013.4,56,1.9,77,86.9,67
2018,1,14,9,24.3,-117,56.8,21,5.08,1013.8,56,2.3,64,82.1,172
2018,1,14,10,25,-124,57.5,20.8,5.04,1014.2,55,2.7,51,77.7,259
2018,1,14,11,25.7,-135,50.5,20.6,5.02,1014.1,54,2.9,39,73.7,384
2018,1,14,12,26.4,-154,39.9,20.5,5.03,1013.4,52,3,30,70,527
2018,1,14,13,27.1,178,44.9,20.3,5.03,1012.8,50,3,27,66.6,502
2018,1,14,14,27.3,151,46.6,20.1,5.06,1012.1,49,3,31,64.7,464
2018,1,14,15,27.2,133,64.6,19.9,5.12,1011.6,48,2.8,41,64.2,268
2018,1,14,16,27.1,123,68.1,19.6,5.17,1011,48,2.6,53,63.7,187
2018,1,14,17,26.8,117,65.9,19.8,5.16,1010.9,46,2.4,66,65.6,126
2018,1,14,18,26.2,113,75.3,20.3,5.1,1011.3,42,2.3,79,70.1,36
2018,1,15,7,21.8,-112,41.4,19.8,5.13,1011.5,61,2.5,91,88.9,7
2018,1,15,8,22.5,-113,32.9,20.1,5.15,1011.8,60,2.6,77,86.1,114
2018,1,15,9,23.8,-117,3.3,20.1,5.18,1012.1,60,2.6,64,79.9,381
2018,1,15,10,25,-124,0,20.1,5.2,1012.4,60,2.7,51,74.3,601
2018,1,15,11,26.1,-135,0,20.2,5.27,1012.4,61,2.6,39,70,757
2018,1,15,12,27,-154,0,20.3,5.39,1012,63,2.4,30,66.8,857
2018,1,15,13,28,178,3.3,20.5,5.52,1011.7,64,2.2,27,63.8,857
2018,1,15,14,28.2,151,17.5,20.7,5.62,1011.1,64,1.9,31,64,692
2018,1,15,15,27.6,133,59.8,21,5.69,1010.5,60,1.5,41,67.3,295
2018,1,15,16,27,123,69.6,21.2,5.76,1009.9,53,1.2,52,70.8,177
2018,1,15,17,26.7,117,90.4,21.6,5.82,1009.8,54,1.2,65,73.8,27
2018,1,15,18,26.8,113,60.7,22.2,5.86,1010.2,62,1.5,79,76.1,50
2018,1,16,8,24.1,-113,10.4,22.5,5.52,1011.3,74,1.8,77,90.7,133
2018,1,16,9,24.8,-117,5,22.4,5.55,1011.9,74,1.8,64,86.5,355
2018,1,16,10,25.5,-123,0,22.4,5.57,1012.6,75,1.8,51,82.6,583
2018,1,16,11,26,-134,0,22.4,5.58,1012.6,74,1.7,39,80.7,757
2018,1,16,12,26.3,-153,5.8,22.7,5.59,1012,71,1.5,30,80.7,811
2018,1,16,13,26.5,178,23.4,22.9,5.59,1011.4,67,1.3,27,80.7,685
2018,1,16,14,26.4,151,30.7,23,5.61,1010.7,67,1.2,31,81.8,587
2018,1,16,15,26,133,17.9,23.1,5.63,1010.1,72,1.2,40,84,597
2018,1,16,16,25.5,122,9.7,23.1,5.65,1009.4,77,1.2,52,86.3,511
2018,1,16,17,25.6,116,37.3,23.2,5.71,1009.1,74,1,65,86.4,223
2018,1,16,18,26.2,113,65,23.3,5.81,1009.1,50,0.6,79,84.3,39
2018,1,17,7,23.4,-111,35,22.4,5.56,1010.3,84,1.5,91,94,6
2018,1,17,8,24.2,-113,36.9,22.6,5.51,1010.6,80,1.6,77,91.1,97
2018,1,17,9,25.1,-117,1.6,22.6,5.44,1011,78,1.8,64,86.1,370
2018,1,17,10,26,-123,0,22.6,5.38,1011.4,76,1.9,51,81.5,590
2018,1,17,11,26.9,-134,0,22.5,5.36,1011.4,74,1.8,39,77.2,760
2018,1,17,12,27.6,-153,1,22.4,5.41,1010.9,69,1.6,30,73.2,855
2018,1,17,13,28.3,178,0,22.2,5.45,1010.4,63,1.3,27,69.5,896
2018,1,17,14,28.3,151,9.7,22.2,5.5,1009.8,54,1,31,69.2,775
2018,1,17,15,27.7,133,9.6,22.3,5.56,1009.2,39,0.7,40,72.1,671
2018,1,17,16,27.1,122,29.8,22.4,5.61,1008.6,7,0.5,52,75.1,410
2018,1,17,17,26.9,116,89.6,22.7,5.66,1008.4,5,0.4,65,77.7,38
2018,1,17,18,27,113,84.9,23.2,5.71,1008.5,54,0.4,79,79.6,18
2018,1,18,7,24.5,-111,21.7,23.3,5.33,1010.2,68,2.2,91,93.2,9
2018,1,18,8,25.1,-113,8.4,23.5,5.27,1010.6,67,2.2,77,91.3,141
2018,1,18,9,25.6,-117,0.8,23.4,5.21,1011,68,2,64,87.9,381
2018,1,18,10,26.1,-123,0.3,23.3,5.16,1011.5,69,1.8,51,84.7,595
2018,1,18,11,26.6,-134,2.5,23.4,5.15,1011.5,69,1.6,39,82.5,741
2018,1,18,12,27,-153,15.1,23.5,5.2,1011,67,1.4,30,81.3,738
2018,1,18,13,27.4,179,1.3,23.7,5.24,1010.6,65,1.1,27,80.1,887
2018,1,18,14,27.5,151,13,23.8,5.29,1010.1,66,0.8,31,80.4,743
2018,1,18,15,27.1,132,26.2,23.9,5.36,1009.6,74,0.4,40,82.4,546
2018,1,18,16,26.8,122,61.9,23.9,5.43,1009.1,145,0.1,52,84.4,223
2018,1,18,17,26.6,116,72.2,24,5.53,1009,142,0.1,65,85.7,102
2018,1,18,18,26.6,113,92.6,24.1,5.65,1009.3,76,0.4,79,86.3,8
2018,1,19,7,24.1,-111,0.1,23.4,5.31,1011,99,1.3,91,95.8,9
2018,1,19,8,24.8,-113,4.8,23.6,5.33,1011.5,93,1.2,77,93.5,144
2018,1,19,9,25.3,-116,0,23.4,5.34,1012,88,1.1,64,89.2,374
2018,1,19,10,25.8,-122,6.2,23.1,5.35,1012.5,83,1,51,85.1,546
2018,1,19,11,26.3,-133,15,23.1,5.38,1012.4,73,1,39,82.5,628
2018,1,19,12,26.7,-152,19.8,23.2,5.44,1011.8,61,1,30,81.2,674
2018,1,19,13,27,179,12.4,23.3,5.5,1011.1,49,1.1,26,79.9,769
2018,1,19,14,26.9,151,14.7,23.4,5.57,1010.5,42,1.3,30,80.9,706
2018,1,19,15,26.4,132,13.9,23.5,5.63,1009.8,39,1.5,40,84.3,623
2018,1,19,16,25.8,122,47,23.6,5.7,1009.2,37,1.8,52,87.8,298
2018,1,19,17,25.7,116,75.6,23.8,5.78,1009,33,2.1,65,88.9,81
2018,1,19,18,26.1,112,87.9,23.9,5.89,1009.3,27,2.5,79,87.6,18
2018,1,20,7,24.3,-111,3.9,23.2,5.76,1010.3,57,1.8,91,93.7,9
2018,1,20,8,24.8,-112,28,23.4,5.73,1010.7,55,1.8,78,91.8,130
2018,1,20,9,25.2,-116,4.5,23.2,5.68,1011,54,1.8,64,88.4,371
2018,1,20,10,25.6,-122,15,22.9,5.63,1011.3,54,1.9,51,85.1,511
2018,1,20,11,26,-133,6.4,22.9,5.64,1011.3,50,1.7,39,83.4,712
2018,1,20,12,26.2,-152,3,23.1,5.7,1010.8,43,1.4,30,83,836
2018,1,20,13,26.5,179,7.7,23.3,5.75,1010.4,32,1.1,26,82.7,827
2018,1,20,14,26.4,150,25.4,23.4,5.82,1009.9,24,1.1,30,83.8,644
2018,1,20,15,25.9,132,29.4,23.5,5.89,1009.4,23,1.2,40,86.4,528
2018,1,20,16,25.5,122,68.1,23.5,5.96,1009,23,1.4,52,89,184
2018,1,20,17,25.4,116,85.6,23.6,6.01,1008.8,33,1.8,65,89.8,50
2018,1,20,18,25.7,112,91,23.7,6.04,1009,44,2.5,78,88.8,12
2018,1,21,8,24.6,-112,4.8,23.5,5.92,1010.5,111,1.3,78,93.6,158
2018,1,21,9,24.8,-116,1.4,23.3,5.95,1011,120,1.3,64,91.5,387
2018,1,21,10,25,-122,0.1,23.2,5.98,1011.6,128,1.3,51,89.4,606
2018,1,21,11,25.2,-133,17.7,23.3,6.02,1011.6,132,1.2,39,89.4,636
2018,1,21,12,25.2,-152,31.4,23.7,6.07,1011,133,1,30,91.2,600
2018,1,21,13,25.3,179,29.9,24.1,6.12,1010.5,134,0.7,26,93,640
2018,1,21,14,25.1,150,21.8,24.1,6.15,1009.9,132,0.4,30,94.2,684
2018,1,21,15,24.8,132,85,23.9,6.15,1009.3,108,0.2,39,94.8,120
2018,1,21,16,24.5,121,96.2,23.7,6.15,1008.6,355,0.2,51,95.4,22
2018,1,21,17,24.6,115,78.3,23.7,6.16,1008.5,7,0.6,65,94.6,79
2018,1,21,18,25.2,112,77.7,23.8,6.2,1008.8,20,1.2,78,92.4,36
2018,1,22,7,24.1,-110,42.2,23.3,6.03,1010.3,68,1.3,91,95,6
2018,1,22,8,24.7,-112,74.6,23.4,5.98,1010.6,59,1.4,78,92.7,35
2018,1,22,9,25.1,-116,70.6,23.1,5.95,1010.9,52,1.5,64,88.7,124
2018,1,22,10,25.5,-122,38.3,22.8,5.91,1011.1,46,1.5,51,84.9,373
2018,1,22,11,25.8,-132,37.6,22.7,5.9,1011,40,1.6,39,83.1,488
2018,1,22,12,26.1,-151,17.8,23,5.9,1010.4,32,1.6,29,83.2,728
2018,1,22,13,26.3,179,9.7,23.3,5.9,1009.8,25,1.6,26,83.3,830
2018,1,22,14,26.3,150,19.4,23.4,5.91,1009.3,19,1.6,30,84.3,703
2018,1,22,15,26,132,13.9,23.5,5.92,1008.7,16,1.5,39,86.2,658
2018,1,22,16,25.7,121,36.3,23.6,5.94,1008.1,11,1.4,51,88.2,384
2018,1,22,17,25.8,115,68.2,23.7,5.94,1007.9,12,1.4,64,88.4,113
2018,1,22,18,26.3,112,43.8,23.9,5.93,1008.1,18,1.3,78,86.9,84
2018,1,23,7,24.6,-110,5.4,22.8,5.83,1009.7,33,1.6,91,89.7,8
2018,1,23,8,25,-112,41.8,23,5.82,1010.1,25,1.8,78,88.9,94
2018,1,23,9,25.3,-115,25.1,23.1,5.77,1010.5,19,2,64,87.3,298
2018,1,23,10,25.7,-121,9.7,23.1,5.72,1010.8,14,2.3,51,85.7,550
2018,1,23,11,25.9,-132,8,23.2,5.73,1010.7,10,2.4,39,84.9,712
2018,1,23,12,26.1,-151,25.1,23.4,5.79,1010.2,6,2.5,29,84.8,658
2018,1,23,13,26.3,179,34.1,23.5,5.86,1009.7,2,2.5,26,84.7,604
2018,1,23,14,26.2,150,22.6,23.7,5.91,1009.2,359,2.5,30,85.8,676
2018,1,23,15,25.9,131,46.8,23.8,5.94,1008.6,358,2.5,39,88.1,424
2018,1,23,16,25.5,121,82.8,23.9,5.98,1008,357,2.5,51,90.5,97
2018,1,23,17,25.5,115,74.2,24,6,1007.9,359,2.4,64,91.2,95
2018,1,23,18,25.9,112,78,24.2,6.02,1008.3,5,2.1,78,90.2,37
2018,1,24,7,24.4,-110,44.2,23.6,5.65,1008.4,53,1.6,92,95.2,6
2018,1,24,8,25.1,-112,36.7,23.7,5.64,1008.8,48,1.6,78,92.3,105
2018,1,24,9,26,-115,8.2,23.5,5.67,1009.5,36,1.7,64,86.6,364
2018,1,24,10,26.9,-121,0.2,23.4,5.7,1010.1,26,1.9,51,81.3,602
2018,1,24,11,27.3,-132,0,23.4,5.74,1010.2,16,2,39,79.3,760
2018,1,24,12,27.3,-151,0.1,23.6,5.78,1009.6,7,2,29,80.2,864
2018,1,24,13,27.2,180,18,23.7,5.83,1009,358,2.1,25,81.1,737
2018,1,24,14,27,150,46.1,23.9,5.88,1008.4,354,2.1,29,83.2,466
2018,1,24,15,26.5,131,67.3,24.1,5.94,1007.9,356,2.2,39,86.5,251
2018,1,24,16,26,121,83.6,24.2,6,1007.3,358,2.2,51,90,92
2018,1,24,17,25.8,115,75.9,24.3,6.07,1007.3,4,2.4,64,91.4,94
2018,1,24,18,25.9,111,93.9,24.2,6.14,1007.7,12,3,78,90.8,8
2018,1,25,8,24.3,-111,33.3,23.2,5.96,1009.1,90,1.6,78,93.5,110
2018,1,25,9,25.2,-115,15.9,23.1,5.9,1009.5,89,1.7,64,88.4,326
2018,1,25,10,26.1,-121,2.3,23.1,5.84,1009.9,89,1.8,51,83.5,590
2018,1,25,11,26.6,-131,0.6,23,5.82,1009.7,87,1.7,39,80.4,767
2018,1,25,12,26.9,-150,3.4,22.9,5.84,1009,81,1.4,29,78.9,850
2018,1,25,13,27.2,180,9.1,22.9,5.86,1008.4,73,1.2,25,77.3,833
2018,1,25,14,27.2,150,23.3,22.9,5.89,1007.7,71,1,29,77.4,673
2018,1,25,15,27,131,22,23,5.92,1007.2,79,0.8,39,79,595
2018,1,25,16,26.7,121,48.9,23.1,5.95,1006.6,91,0.7,51,80.6,309
2018,1,25,17,26.8,115,84.1,23.4,6.06,1006.5,79,0.6,64,81.4,60
2018,1,25,18,27.1,111,76.5,23.7,6.26,1006.7,45,0.7,78,81.3,36
2018,1,26,7,24.4,-109,34.5,23.5,5.91,1008.5,63,1.9,92,94.5,6
2018,1,26,8,24.8,-111,42.7,23.5,5.83,1009,62,2.1,78,92.6,100
2018,1,26,9,25.3,-115,16,23.4,5.81,1009.6,58,2.1,64,89.6,331
2018,1,26,10,25.7,-120,0.5,23.3,5.79,1010.2,55,2.1,51,86.7,599
2018,1,26,11,26.2,-131,26.4,23.3,5.8,1010.2,51,2,38,84.3,558
2018,1,26,12,26.6,-150,40,23.3,5.85,1009.7,46,1.7,29,82.4,523
2018,1,26,13,26.9,180,51.9,23.3,5.89,1009.2,39,1.5,25,80.5,439
2018,1,26,14,27.1,150,77.2,23.2,5.95,1008.6,35,1.3,29,79.6,203
2018,1,26,15,27,131,79.2,23.1,6.02,1008.1,34,1.1,39,79.6,156
2018,1,26,16,26.9,120,59.8,23,6.09,1007.6,34,0.9,51,79.6,238
2018,1,26,17,26.9,114,65.6,23,6.14,1007.5,55,0.8,64,79.3,123
2018,1,26,18,27,111,62.7,23,6.16,1007.9,87,1.1,78,78.6,52
2018,1,27,8,25.1,-111,65.9,23.8,6.08,1010.3,80,1.3,78,93,47
2018,1,27,9,25.4,-114,67.6,23.7,6.09,1010.9,72,1.3,64,90.8,120
