Year,Month,Day,Hour,Tamb [deg C],Azimuth [degree],Cloudopacity [%],DewPoint [deg C],Pw [cm],Pressure [mbar],WindDir [degree],WindVel [m/s],Zenith [degree],RelativeHumidity,GHI [W/m2]
2018,5,2,18,27.6,76,66.3,24.4,6.16,1010.8,64,0.3,78,82.7,42
2018,5,3,7,25.1,-75,0,24,5.67,1012.3,45,1.4,85,93.8,50
2018,5,3,8,25.6,-76,0,24.1,5.49,1012.9,63,1.3,70,91.6,252
2018,5,3,9,26.3,-75,0,24.1,5.48,1013.3,72,1,56,87.4,483
2018,5,3,10,27.1,-73,0,24,5.48,1013.8,87,0.7,42,83.4,689
2018,5,3,11,27.6,-67,0,23.8,5.45,1013.7,94,0.4,28,79.6,846
2018,5,3,12,28,-45,0,23.4,5.41,1013,51,0.2,15,76,935
2018,5,3,13,28.5,18,4,23,5.36,1012.3,321,0.3,11,72.5,912
2018,5,3,14,28.5,60,24.4,23,5.36,1011.7,299,0.5,21,72.1,672
2018,5,3,15,28.2,71,35.8,23.2,5.41,1011.1,283,0.7,35,74.5,489
2018,5,3,16,27.9,74,15,23.5,5.45,1010.6,273,0.9,49,77.1,480
2018,5,3,17,27.8,76,7.1,23.8,5.48,1010.5,264,0.8,63,78.9,331
2018,5,3,18,28.1,75,50.6,24.3,5.49,1010.7,240,0.5,78,80,72
2018,5,4,7,24.5,-75,27.5,23.6,5.39,1012.6,98,1.3,85,94.9,25
2018,5,4,8,25.2,-75,14.2,23.8,5.45,1013.1,92,1.2,70,92,200
2018,5,4,9,26.2,-75,1.5,23.9,5.44,1013.5,82,1,56,87.1,445
2018,5,4,10,27.1,-73,0,23.9,5.43,1013.8,69,0.9,42,82.5,652
2018,5,4,11,27.6,-66,0,24,5.43,1013.7,62,0.7,28,80.8,828
2018,5,4,12,27.6,-44,0,24.2,5.43,1013.2,64,0.5,15,81.7,920
2018,5,4,13,27.6,18,12.9,24.4,5.42,1012.7,72,0.2,12,82.6,818
2018,5,4,14,27.5,59,22.4,24.5,5.42,1012.1,117,0,21,83.5,685
2018,5,4,15,27.4,70,6.1,24.5,5.42,1011.5,244,0.1,35,84.5,714
2018,5,4,16,27.2,74,17.8,24.6,5.41,1010.9,250,0.2,49,85.4,489
2018,5,4,17,27.6,75,59.6,24.7,5.37,1010.5,272,0.3,63,84,144
2018,5,4,18,28.4,75,73,24.8,5.3,1010.4,302,0.4,78,80.5,46
2018,5,5,7,24.9,-75,28.8,23.3,5.45,1013.1,107,0.9,85,90.9,28
2018,5,5,8,25.6,-75,22.4,23.5,5.48,1013.6,114,0.8,70,88.2,185
2018,5,5,9,26.3,-75,7.4,23.2,5.45,1013.9,128,0.9,56,83.1,444
2018,5,5,10,26.9,-72,24,22.8,5.41,1014.3,139,1.1,42,78.3,501
2018,5,5,11,27.4,-65,34.3,22.8,5.41,1014.2,150,1,28,76.4,553
2018,5,5,12,27.6,-43,23,23.2,5.44,1013.6,170,0.9,15,77.2,707
2018,5,5,13,27.8,18,32.1,23.6,5.47,1012.9,195,0.9,12,78,634
2018,5,5,14,27.9,58,18.3,23.8,5.5,1012.3,207,1,21,78.5,714
2018,5,5,15,28,70,19.3,23.9,5.53,1011.6,208,1.2,35,78.7,604
2018,5,5,16,28,74,25,24,5.56,1011,209,1.4,49,78.8,429
2018,5,5,17,28.1,75,44.9,24.1,5.61,1010.8,208,1.4,63,79,201
2018,5,5,18,28.2,75,90.4,24.3,5.69,1011.1,204,1.1,78,79.4,14
2018,5,6,7,25.6,-74,23.6,24.4,5.98,1013.4,79,0.9,85,93.5,29
2018,5,6,8,26.1,-75,16.3,24.6,5.99,1013.8,72,0.8,70,91.8,195
2018,5,6,9,26.2,-74,60.3,24.3,5.97,1014.2,88,0.5,56,89.3,187
2018,5,6,10,26.3,-72,21.3,24,5.95,1014.7,123,0.4,42,86.8,533
2018,5,6,11,26.4,-65,30.5,24,5.91,1014.6,169,0.3,28,86.7,561
2018,5,6,12,26.4,-42,41.4,24.4,5.87,1014,210,0.4,16,88.7,535
2018,5,6,13,26.3,18,17.2,24.7,5.83,1013.4,231,0.6,12,90.8,766
2018,5,6,14,26.4,58,15.9,25,5.8,1012.8,247,0.8,22,92.5,727
2018,5,6,15,26.4,69,5.5,25.3,5.79,1012.1,264,1,35,93.6,700
2018,5,6,16,26.5,73,54.7,25.5,5.79,1011.4,275,1.2,49,94.7,267
2018,5,6,17,26.7,75,81,25.6,5.8,1011.2,288,1.4,64,93.8,59
2018,5,6,18,27.1,75,73,25.5,5.84,1011.4,304,1.6,78,90.9,37
2018,5,7,7,25.8,-74,17.4,24.8,5.82,1012.7,144,0.8,85,94.2,34
2018,5,7,8,26.1,-75,14,24.9,5.83,1013,156,0.9,70,93.1,216
2018,5,7,9,26.3,-74,3.2,24.7,5.86,1013.5,181,1.1,56,91,457
2018,5,7,10,26.4,-71,13.4,24.5,5.9,1014,197,1.4,42,88.9,579
2018,5,7,11,26.5,-64,54.7,24.5,5.94,1013.9,207,1.6,28,88.6,374
2018,5,7,12,26.6,-42,27.6,24.8,5.96,1013.3,217,1.6,16,89.9,656
2018,5,7,13,26.6,17,43.5,25.1,5.99,1012.7,228,1.6,12,91.3,522
2018,5,7,14,26.5,57,93.4,25.1,6.02,1012.1,235,1.7,22,92,57
2018,5,7,15,26.2,69,71.7,24.8,6.05,1011.5,239,1.7,35,92,199
2018,5,7,16,26,73,23.8,24.6,6.07,1011,243,1.8,49,92,416
2018,5,7,17,26.1,74,60.4,24.5,6.06,1010.7,245,1.6,64,90.9,132
2018,5,7,18,26.5,74,68.9,24.5,6.02,1010.8,244,1,78,88.9,40
2018,5,8,7,25.3,-74,0,24,5.29,1011,112,0.7,85,92.5,46
2018,5,8,8,26.1,-74,0,23.9,5.22,1011.4,129,0.7,70,87.9,236
2018,5,8,9,27.3,-73,0,23.5,5.26,1011.7,165,1.2,56,79.8,464
2018,5,8,10,28.6,-71,0,23.2,5.29,1012.1,178,1.8,42,72.6,665
2018,5,8,11,29.4,-64,0,22.9,5.35,1012,188,2.2,28,68.1,820
2018,5,8,12,29.9,-41,8.5,22.8,5.44,1011.5,198,2.4,16,65.7,826
2018,5,8,13,30.3,17,0.8,22.6,5.53,1010.9,207,2.6,13,63.4,907
2018,5,8,14,30.2,56,10.8,22.7,5.61,1010.4,214,2.7,22,64.3,760
2018,5,8,15,29.3,68,0,22.9,5.68,1010,220,2.7,35,68.4,727
2018,5,8,16,28.5,72,5.7,23.2,5.75,1009.6,227,2.7,49,72.9,517
2018,5,8,17,28.3,74,45.3,23.7,5.78,1009.5,230,2.4,64,76.4,186
2018,5,8,18,28.6,74,86.3,24.6,5.78,1009.8,229,1.7,78,79,10
2018,5,9,7,25.5,-73,0,24,5.85,1011.8,89,1.1,85,91.4,44
2018,5,9,8,26.1,-74,1.6,24.1,5.81,1012.2,93,1,70,88.8,217
2018,5,9,9,26.7,-73,1.5,23.9,5.81,1012.5,118,0.8,56,84.5,435
2018,5,9,10,27.3,-70,0,23.6,5.81,1012.8,151,0.7,42,80.4,637
2018,5,9,11,27.5,-63,15.9,23.8,5.85,1012.8,172,0.9,28,80,643
2018,5,9,12,27.4,-40,61.5,24.3,5.93,1012.3,183,1,16,83.2,328
2018,5,9,13,27.2,17,34.2,24.8,6.01,1011.8,192,1.1,13,86.6,573
2018,5,9,14,26.9,56,76.9,24.9,6.05,1011.4,196,1.2,22,88.7,193
2018,5,9,15,26.5,68,96.4,24.6,6.05,1011,196,1.3,35,89.5,25
2018,5,9,16,26,72,85.4,24.3,6.06,1010.6,197,1.3,49,90.4,67
2018,5,9,17,26,74,93.3,24.3,6.09,1010.6,202,1,64,90.1,22
2018,5,10,7,25.4,-73,16.3,24.1,6.13,1012.3,54,1.5,85,92.4,39
2018,5,10,8,26,-74,0,24.2,6.08,1012.6,54,1.4,70,89.4,211
2018,5,10,9,26.6,-73,0,23.9,6.05,1013,69,1,56,85,429
2018,5,10,10,27.2,-70,0,23.6,6.03,1013.4,100,0.7,42,80.8,632
2018,5,10,11,27.4,-62,0,23.7,6,1013.3,122,0.6,28,80.1,797
2018,5,10,12,27.2,-39,0,24,5.99,1012.8,126,0.6,16,82.5,886
2018,5,10,13,27,16,15.4,24.3,5.97,1012.2,131,0.5,13,85,764
2018,5,10,14,26.7,55,51.3,24.4,5.94,1011.7,149,0.3,22,87.4,411
2018,5,10,15,26.3,67,31.8,24.5,5.9,1011.2,257,0.2,35,89.8,486
2018,5,10,16,25.9,72,30.2,24.5,5.85,1010.8,282,0.5,49,92.2,364
2018,5,10,17,25.9,73,32.1,24.5,5.86,1010.6,299,0.4,64,92.2,231
2018,5,10,18,26.4,73,74.6,24.6,5.91,1010.7,54,0.4,78,89.9,30
2018,5,11,7,25.3,-73,25.7,24,5.69,1012.3,95,1,85,92.4,36
2018,5,11,8,25.9,-73,31.7,24.1,5.68,1012.7,102,1,70,90.2,162
2018,5,11,9,26.4,-72,13.8,24,5.58,1012.9,117,1,56,87.1,406
2018,5,11,10,26.9,-70,0.5,23.9,5.47,1013,132,1,42,84.1,667
2018,5,11,11,27.3,-62,1.3,23.9,5.41,1012.8,148,1,28,81.6,812
2018,5,11,12,27.6,-39,11.4,23.8,5.38,1012.1,166,1,16,79.6,807
2018,5,11,13,28,16,5.5,23.7,5.34,1011.4,183,1.1,13,77.7,877
2018,5,11,14,28.1,54,17.4,23.7,5.35,1010.8,198,1.3,22,76.9,721
2018,5,11,15,27.9,67,14,23.6,5.4,1010.1,212,1.5,35,77.3,648
2018,5,11,16,27.8,71,72.7,23.5,5.45,1009.5,222,1.8,49,77.7,160
2018,5,11,17,27.8,73,43.5,23.8,5.49,1009.4,229,1.6,64,79.1,192
2018,5,11,18,28,73,53.7,24.5,5.53,1009.6,245,1,78,81.3,69
2018,5,12,7,25.2,-73,29.7,24.2,5.39,1010.7,62,1,85,94,38
2018,5,12,8,25.9,-73,12.9,24.4,5.33,1011.1,74,0.9,70,91.2,222
2018,5,12,9,26.6,-72,2,24.3,5.33,1011.6,98,0.7,56,87.3,469
2018,5,12,10,27.3,-69,2.2,24.2,5.33,1012.1,128,0.7,42,83.5,659
2018,5,12,11,27.7,-61,1.3,24.3,5.34,1012,155,0.7,28,81.9,803
2018,5,12,12,27.8,-38,12.1,24.4,5.37,1011.4,193,0.7,17,82.2,789
2018,5,12,13,27.9,16,37.9,24.6,5.4,1010.8,220,0.9,14,82.5,567
2018,5,12,14,27.7,54,18.6,24.8,5.44,1010.3,231,1.2,22,83.9,687
2018,5,12,15,27.3,66,72.3,24.9,5.48,1009.7,234,1.3,36,86.4,209
2018,5,12,16,27,71,91.7,25,5.53,1009.1,236,1.5,49,89,43
2018,5,12,17,27,73,71,25.2,5.56,1009,242,1.4,64,89.7,88
2018,5,12,18,27.4,73,47.5,25.3,5.56,1009.3,258,1.2,78,88.6,57
2018,5,13,7,25,-72,49.5,24.1,5.91,1011,110,0.9,85,94.5,15
2018,5,13,8,25.6,-73,55.6,24.3,5.93,1011.4,109,0.9,70,92.4,92
2018,5,13,9,26.3,-72,24.2,24.1,5.93,1011.9,123,0.8,56,87.9,318
2018,5,13,10,26.9,-69,34.7,23.9,5.92,1012.3,138,0.8,42,83.7,397
2018,5,13,11,27.3,-61,61.1,23.7,5.93,1012.1,150,0.9,28,80.4,289
2018,5,13,12,27.6,-38,72.8,23.4,5.94,1011.4,159,1,17,78.1,230
2018,5,13,13,27.9,16,75.2,23.2,5.95,1010.7,166,1.1,14,75.8,212
2018,5,13,14,27.8,53,86.2,23.3,5.97,1010.1,177,1.1,23,76.4,107
2018,5,13,15,27.4,66,84.3,23.6,6,1009.6,190,1.2,36,79.8,101
2018,5,13,16,26.9,71,79.1,23.9,6.04,1009.1,201,1.3,50,83.3,100
2018,5,13,17,26.8,72,80.7,24.1,6.06,1009,199,1.2,64,85,56
2018,5,13,18,27.1,73,84.2,24.3,6.08,1009.3,181,1,78,84.6,13
2018,5,14,7,25,-72,24.7,23.4,5.86,1011,65,1.3,84,90.8,35
2018,5,14,8,25.8,-73,32,23.7,5.84,1011.4,55,1.4,70,88.1,175
2018,5,14,9,26.6,-72,4.1,23.6,5.82,1011.7,43,1.3,56,83.5,457
2018,5,14,10,27.5,-68,0.5,23.5,5.8,1012,31,1.3,42,79.1,669
2018,5,14,11,28,-60,0.3,23.5,5.8,1011.9,19,1.1,28,76.6,812
2018,5,14,12,28.3,-37,3.7,23.6,5.83,1011.2,358,0.7,17,75.7,865
2018,5,14,13,28.6,15,41.1,23.7,5.86,1010.6,317,0.6,14,74.8,539
2018,5,14,14,28.5,53,71.8,23.8,5.89,1010,283,0.7,23,75.8,239
2018,5,14,15,28.1,66,96.4,24.1,5.94,1009.4,258,0.7,36,78.7,26
2018,5,14,16,27.7,70,96,24.3,5.98,1008.9,240,0.9,50,81.6,21
2018,5,14,17,27.6,72,84.6,24.5,6.07,1008.7,253,0.8,64,83.3,46
2018,5,14,18,27.8,72,79.2,24.8,6.21,1008.9,306,0.8,78,83.7,22
2018,5,15,7,26,-72,53.2,25.5,6.76,1010.1,357,1.3,84,97,31
2018,5,15,8,26.2,-72,8.5,25.7,6.65,1010.6,5,1.3,70,96.8,210
2018,5,15,9,26.2,-71,42.3,25.6,6.65,1011,357,0.8,56,96.4,270
2018,5,15,10,26.2,-68,12.2,25.5,6.66,1011.4,329,0.4,42,95.9,570
2018,5,15,11,26.3,-60,15.9,25.5,6.64,1011.3,267,0.3,29,95.3,656
2018,5,15,12,26.6,-37,67.7,25.6,6.58,1010.6,243,0.5,17,94.5,279
2018,5,15,13,26.8,15,58.8,25.7,6.53,1010,233,0.8,14,93.8,363
2018,5,15,14,26.9,52,44,25.7,6.49,1009.4,225,0.9,23,93.4,457
2018,5,15,15,26.8,65,22.8,25.6,6.48,1008.8,216,1,36,93.4,537
2018,5,15,16,26.7,70,16.4,25.5,6.46,1008.3,208,1.1,50,93.3,437
2018,5,15,17,26.8,72,24.5,25.5,6.48,1008,204,0.9,64,92.4,240
2018,5,15,18,27.1,72,67.4,25.5,6.51,1008.1,202,0.3,78,90.7,36
2018,5,16,7,25.9,-72,7.6,24.8,6.11,1009.3,57,1.1,84,93.8,36
2018,5,16,8,26.2,-72,45.5,24.8,5.98,1009.7,64,1.2,70,92.2,114
2018,5,16,9,26.4,-71,64.7,24.6,5.97,1010.3,100,0.8,56,89.9,158
2018,5,16,10,26.6,-68,18,24.4,5.95,1010.9,150,0.9,42,87.7,526
2018,5,16,11,26.7,-59,17.8,24.4,5.96,1011,175,1,29,87.3,632
2018,5,16,12,26.7,-36,46.3,24.7,5.97,1010.6,200,0.9,17,88.8,465
2018,5,16,13,26.7,15,39.4,24.9,5.99,1010.2,228,0.9,15,90.3,536
2018,5,16,14,26.5,52,33.2,25,5.99,1009.7,245,0.9,23,91.5,555
2018,5,16,15,26.1,65,18.5,24.8,5.97,1009.1,264,0.7,36,92.6,579
2018,5,16,16,25.7,70,39,24.6,5.94,1008.5,293,0.6,50,93.7,330
2018,5,16,17,25.8,72,68,24.6,5.97,1008.2,306,0.6,64,92.9,106
2018,5,16,18,26.4,72,77.2,24.7,6.04,1008.2,299,0.5,78,90.4,22
2018,5,17,7,25,-71,37.2,24.4,6.3,1009.5,94,0.2,84,96.6,38
2018,5,17,8,25.2,-72,13.8,24.4,6.2,1009.9,111,0.5,70,94.9,200
2018,5,17,9,25.6,-71,1.1,24.1,6.2,1010.5,121,0.6,56,91.4,448
2018,5,17,10,25.9,-67,0,23.8,6.21,1011.1,127,0.8,42,88,648
2018,5,17,11,26.3,-59,10.1,23.7,6.19,1011.1,134,0.8,29,85.8,713
2018,5,17,12,26.6,-36,21.2,23.7,6.15,1010.6,149,0.7,18,84.5,696
2018,5,17,13,26.9,15,58.8,23.8,6.11,1010.1,169,0.6,15,83.3,371
2018,5,17,14,27,51,92.3,23.8,6.08,1009.5,193,0.5,23,83.1,66
2018,5,17,15,26.9,64,96.1,23.9,6.08,1008.9,228,0.5,36,83.7,28
2018,5,17,16,26.8,69,96.7,23.9,6.08,1008.2,257,0.6,50,84.3,18
2018,5,17,17,26.9,71,85.9,24.1,6.11,1008,269,0.5,64,84.8,44
2018,5,17,18,27.2,72,60.6,24.5,6.16,1008.2,336,0.1,78,85.1,51
2018,5,18,7,26,-71,11.7,24.9,6.23,1009.4,22,1,84,93.8,41
2018,5,18,8,26.4,-72,41.2,24.8,6.16,1009.8,27,1.2,70,91,141
2018,5,18,9,26.9,-70,19.5,24.3,6.17,1010,28,1.2,56,86.1,377
2018,5,18,10,27.3,-67,15.2,23.8,6.18,1010.2,28,1.2,42,81.5,565
2018,5,18,11,27.5,-59,30.7,23.7,6.21,1010,27,1.1,29,80,561
2018,5,18,12,27.4,-35,22.6,23.9,6.26,1009.5,22,0.9,18,81.3,690
2018,5,18,13,27.3,14,9.8,24.1,6.31,1009,13,0.7,15,82.6,817
2018,5,18,14,27.1,51,54.5,24.3,6.35,1008.5,4,0.5,23,84.6,386
2018,5,18,15,26.7,64,96.2,24.5,6.39,1008,349,0.3,36,87.4,28
2018,5,18,16,26.3,69,97,24.6,6.42,1007.5,305,0.2,50,90.3,16
2018,5,18,17,26.1,71,97,24.7,6.37,1007.4,270,0.1,64,91.8,10
2018,5,19,7,24.9,-71,31.9,24.2,6.03,1009.4,62,0.9,84,95.6,34
2018,5,19,8,25.5,-71,31.1,24.3,6.01,1009.8,54,0.9,70,93,177
2018,5,19,9,26.2,-70,6.1,24.1,6.04,1010.2,39,0.9,56,88.4,441
2018,5,19,10,26.9,-67,15.3,24,6.07,1010.6,24,0.9,42,84.1,559
2018,5,19,11,27.2,-58,49.1,24.1,6.09,1010.5,8,0.9,29,83.4,417
2018,5,19,12,27.1,-35,12.9,24.6,6.09,1009.8,352,1,18,86.1,786
2018,5,19,13,27,14,1.1,25,6.1,1009.1,337,1.1,15,88.9,906
2018,5,19,14,26.8,50,30.6,25.2,6.12,1008.6,326,1.2,23,90.8,600
2018,5,19,15,26.6,64,36.2,25.2,6.15,1008.1,316,1.3,36,91.9,472
2018,5,19,16,26.4,69,26.2,25.2,6.18,1007.7,307,1.4,50,93,424
2018,5,19,17,26.4,71,56.2,25.1,6.2,1007.6,310,1.4,64,92.8,167
2018,5,19,18,26.6,71,84.8,25.1,6.22,1007.8,323,1.4,78,91.4,15
2018,5,20,7,25,-71,28.7,24,5.74,1009.5,49,0.8,84,94.5,38
2018,5,20,8,25.7,-71,38.7,24.2,5.69,1009.9,50,0.7,70,91.4,154
2018,5,20,9,26.6,-70,53.7,24,5.7,1010.4,48,0.8,56,85.5,220
2018,5,20,10,27.5,-66,34.2,23.8,5.71,1010.9,46,0.8,42,80.1,448
2018,5,20,11,28.2,-58,0,23.7,5.72,1010.9,46,0.6,29,76.8,816
2018,5,20,12,28.5,-34,0,23.8,5.75,1010.3,53,0.2,18,75.6,903
2018,5,20,13,28.8,14,0,23.8,5.77,1009.8,204,0.2,15,74.3,920
2018,5,20,14,28.8,50,3.1,23.7,5.8,1009.2,223,0.5,24,74.2,840
2018,5,20,15,28.4,63,11.9,23.6,5.82,1008.6,231,0.8,36,75.1,663
2018,5,20,16,28.1,69,33.7,23.5,5.84,1007.9,235,1.1,50,76.1,386
2018,5,20,17,28.1,71,50.5,23.8,5.88,1007.6,241,1.1,64,77.3,174
2018,5,20,18,28.6,71,58.4,24.6,5.93,1007.6,258,0.8,78,78.8,61
2018,5,21,7,25.6,-71,28.8,24.9,6.04,1010.2,98,0.6,84,96.2,26
2018,5,21,8,26,-71,69,24.9,5.95,1010.6,101,0.5,70,94.1,76
2018,5,21,9,26.3,-70,85.4,24.6,5.94,1011,107,0.3,56,90.6,63
2018,5,21,10,26.6,-66,88.3,24.3,5.92,1011.3,133,0.1,42,87.3,78
2018,5,21,11,26.8,-57,75.5,24.3,5.9,1011.2,224,0.2,29,85.9,200
2018,5,21,12,27,-34,63.9,24.6,5.88,1010.6,240,0.5,18,86.4,322
2018,5,21,13,27.2,14,52.1,24.9,5.85,1010,244,0.8,16,86.9,433
2018,5,21,14,27.3,49,28.1,25.1,5.86,1009.4,245,1,24,87.8,603
2018,5,21,15,27.1,63,0.1,25.2,5.9,1008.9,245,1.1,36,89.3,723
2018,5,21,16,27,68,3.7,25.3,5.94,1008.4,246,1.2,50,90.8,526
2018,5,21,17,27.2,70,6,25.5,6.03,1008.1,258,1.2,64,90.6,321
2018,5,21,18,27.6,71,47.2,25.7,6.17,1008.2,278,1.5,78,88.9,68
2018,5,22,7,26.1,-70,36,25.5,6.68,1010.1,11,0.7,84,96.5,32
2018,5,22,8,26.2,-71,12.4,25.4,6.52,1010.6,33,0.8,70,95.4,191
2018,5,22,9,26.1,-69,14.4,24.9,6.48,1011,38,0.9,56,93.2,378
2018,5,22,10,25.9,-66,5.9,24.4,6.44,1011.3,43,0.9,42,91.1,595
2018,5,22,11,26,-57,13.6,24.2,6.41,1011.2,47,0.9,29,89.4,669
2018,5,22,12,26.4,-34,19,24.3,6.39,1010.6,52,0.8,19,88.1,697
2018,5,22,13,26.7,13,27.8,24.4,6.37,1010,58,0.7,16,86.8,634
2018,5,22,14,26.8,49,30.2,24.4,6.36,1009.4,63,0.6,24,87.1,568
2018,5,22,15,26.5,63,93.2,24.5,6.34,1008.9,67,0.5,36,88.9,50
2018,5,22,16,26.3,68,97,24.6,6.33,1008.4,72,0.5,50,90.7,16
2018,5,22,17,26.2,70,97,24.7,6.35,1008.3,53,0.5,64,91.3,10
2018,5,22,18,26.5,70,94.3,24.8,6.4,1008.7,32,0.9,78,90.6,6
2018,5,23,7,25.7,-70,25.5,24.6,6.09,1010.4,65,1.3,84,93.4,48
2018,5,23,8,26.3,-70,0,24.4,6.01,1010.6,66,1.5,70,89.6,241
2018,5,23,9,27.1,-69,0,24,6.01,1010.9,72,1.5,56,83.2,463
2018,5,23,10,27.8,-65,0,23.5,6.01,1011.2,79,1.4,43,77.2,658
2018,5,23,11,28.5,-57,7.9,23.2,6.04,1011.1,90,1.2,29,73.2,735
2018,5,23,12,29,-33,9.7,23.2,6.1,1010.6,119,0.9,19,70.8,798
2018,5,23,13,29.5,13,4.7,23.1,6.16,1010.1,159,0.9,16,68.5,854
2018,5,23,14,29.4,48,19.8,23.3,6.24,1009.6,177,1.2,24,70,674
2018,5,23,15,28.5,62,48.9,23.7,6.33,1009.2,180,1.5,36,75.3,381
2018,5,23,16,27.7,68,96.3,24.1,6.42,1008.8,182,1.7,50,81,21
2018,5,23,17,27.1,70,96.9,24.3,6.51,1008.7,181,1.8,64,84.9,10
2018,5,23,18,26.7,70,92.6,24.3,6.58,1008.8,176,1.6,78,86.6,8
2018,5,24,7,25.6,-70,29.2,24.4,6.4,1010.1,155,1.4,84,92.6,29
2018,5,24,8,26,-70,46,24.3,6.34,1010.4,155,1.6,70,90.5,139
2018,5,24,9,26.4,-69,45.9,24,6.32,1010.8,157,2,56,86.7,248
2018,5,24,10,26.9,-65,46,23.7,6.29,1011.1,158,2.4,43,83,363
2018,5,24,11,27.1,-56,25.7,23.8,6.3,1011.1,157,2.3,30,81.8,604
2018,5,24,12,27.3,-33,16.7,24.1,6.33,1010.8,153,1.9,19,82.8,744
2018,5,24,13,27.4,13,22.5,24.4,6.36,1010.4,146,1.4,16,83.9,705
2018,5,24,14,27.3,48,28.3,24.5,6.38,1010,140,1.1,24,84.4,616
2018,5,24,15,27.1,62,38.9,24.3,6.39,1009.5,141,0.9,36,84.3,449
2018,5,24,16,26.9,67,66.9,24.1,6.4,1009,141,0.7,50,84.3,190
2018,5,24,17,27,70,68,24.1,6.36,1008.9,83,0.4,64,84.3,118
2018,5,24,18,27.2,70,82.8,24.3,6.28,1009.1,15,1.2,78,84.3,24
2018,5,25,7,24.9,-70,20.9,23.4,6.14,1009.7,51,1.8,84,91.5,51
2018,5,25,8,25.7,-70,0,23.7,6.12,1009.9,48,1.9,70,88.9,257
2018,5,25,9,26.6,-69,0.1,23.8,6.11,1010.3,46,1.6,56,84.3,478
2018,5,25,10,27.5,-65,0,23.8,6.1,1010.6,45,1.3,43,80,669
2018,5,25,11,27.9,-56,0.1,24,6.12,1010.5,36,0.9,30,79.3,804
2018,5,25,12,27.8,-33,9.8,24.4,6.18,1010,4,0.6,19,81.8,800
2018,5,25,13,27.7,13,33.8,24.8,6.23,1009.5,316,0.7,16,84.4,600
2018,5,25,14,27.4,48,54.3,25,6.26,1009,300,0.8,24,87.2,393
2018,5,25,15,26.9,62,55.9,25.1,6.27,1008.5,300,0.8,36,90.1,321
2018,5,25,16,26.5,67,41.8,25.2,6.27,1008,300,0.8,50,93,333
2018,5,25,17,26.5,69,77.4,25.3,6.32,1007.9,317,0.8,64,93,83
2018,5,25,18,27,70,87.1,25.2,6.42,1008.1,348,0.9,78,90.1,18
2018,5,26,7,25.6,-70,12.2,24.9,6.44,1010.7,53,0.7,84,95.7,38
2018,5,26,8,25.8,-70,34.4,24.8,6.36,1011.3,42,0.7,70,93.8,141
2018,5,26,9,26,-68,44.1,24.3,6.35,1011.9,346,0.9,56,90.4,249
2018,5,26,10,26.2,-65,28.2,23.8,6.33,1012.6,323,1.4,43,87,448
2018,5,26,11,26.2,-56,31.2,23.8,6.3,1012.6,318,1.8,30,86.4,519
2018,5,26,12,26.1,-33,46.1,24.1,6.25,1012.1,320,1.8,19,88.4,460
2018,5,26,13,26,13,30.8,24.4,6.21,1011.5,321,1.8,16,90.4,605
2018,5,26,14,25.9,47,48.9,24.5,6.17,1010.9,321,1.9,24,91.8,423
2018,5,26,15,25.8,61,90.5,24.5,6.13,1010.3,319,2,36,92.6,71
2018,5,26,16,25.7,67,96.5,24.6,6.09,1009.6,318,2.1,50,93.4,19
2018,5,26,17,25.7,69,96,24.6,6.11,1009.5,322,1.8,64,93.5,13
2018,5,26,18,25.8,70,87,24.6,6.17,1009.9,338,1.2,78,93,13
2018,5,27,7,25,-69,37.2,23.9,5.82,1010.6,73,2.4,84,93.7,42
2018,5,27,8,25.8,-70,7.6,24.1,5.84,1011,72,2.3,70,90.4,235
2018,5,27,9,26.9,-68,12.9,23.9,5.87,1011.5,72,1.8,57,84,421
2018,5,27,10,28,-64,1.2,23.8,5.9,1012,73,1.3,43,78,661
2018,5,27,11,28.8,-55,1.5,23.5,5.96,1011.9,59,0.9,30,73.5,801
2018,5,27,12,29.3,-32,9.3,23.2,6.04,1011.3,16,0.7,19,70.1,814
2018,5,27,13,29.8,12,32.2,22.9,6.12,1010.7,342,1,17,66.9,620
2018,5,27,14,29.5,47,33.6,23.1,6.22,1010.1,329,1.2,24,68.4,566
2018,5,27,15,28.6,61,37.7,23.7,6.32,1009.7,321,1.1,36,74.7,458
2018,5,27,16,27.7,67,70.9,24.2,6.43,1009.3,312,1,50,81.6,170
2018,5,27,17,27.3,69,94.7,24.6,6.46,1009.3,322,0.9,64,85.3,17
2018,5,27,18,27.4,70,82.3,24.8,6.42,1009.5,354,0.9,78,85.5,26
2018,5,28,7,26,-69,15.7,24.9,6.25,1011.2,95,0.9,84,93.7,41
2018,5,28,8,26.4,-69,14.5,24.9,6.2,1011.6,102,0.9,70,91.7,224
2018,5,28,9,26.6,-68,5.6,24.5,6.18,1011.9,115,1,57,88,448
2018,5,28,10,26.9,-64,4.7,24,6.15,1012.3,127,1.1,43,84.5,634
2018,5,28,11,27.1,-55,36,23.9,6.14,1012.1,139,1.1,30,83.1,509
2018,5,28,12,27.3,-32,34.5,24.2,6.15,1011.5,157,1,19,83.4,582
2018,5,28,13,27.5,12,11.8,24.5,6.15,1010.8,176,1,17,83.8,797
2018,5,28,14,27.5,46,17.8,24.8,6.17,1010.2,191,1.1,24,85.2,700
2018,5,28,15,27.2,61,17,24.9,6.19,1009.7,201,1.1,36,87.7,609
